,Unnamed: 0,A,B
15808,15808,493,503
15809,15809,490,497
15810,15810,491,494
15811,15811,488,488
15812,15812,490,486
15813,15813,490,479
15814,15814,493,473
15815,15815,495,463
15816,15816,496,458
15817,15817,498,451
15818,15818,494,446
15819,15819,497,445
15820,15820,493,445
15821,15821,493,449
15822,15822,491,453
15823,15823,492,459
15824,15824,493,463
15825,15825,496,468
15826,15826,497,469
15827,15827,499,471
15828,15828,501,468
15829,15829,505,471
15830,15830,506,470
15831,15831,509,471
15832,15832,512,475
15833,15833,513,475
15834,15834,517,481
15835,15835,518,480
15836,15836,520,481
15837,15837,517,481
15838,15838,517,479
15839,15839,512,478
15840,15840,510,474
15841,15841,505,475
15842,15842,505,477
15843,15843,504,479
15844,15844,505,483
15845,15845,507,488
15846,15846,511,490
15847,15847,516,493
15848,15848,517,493
15849,15849,522,496
15850,15850,524,499
15851,15851,525,503
15852,15852,520,510
15853,15853,521,521
15854,15854,517,531
15855,15855,516,544
15856,15856,512,552
15857,15857,516,563
15858,15858,508,567
15859,15859,506,571
15860,15860,508,572
15861,15861,502,566
15862,15862,511,565
15863,15863,508,562
15864,15864,511,559
15865,15865,508,558
15866,15866,507,559
15867,15867,502,557
15868,15868,500,559
15869,15869,496,557
15870,15870,495,555
15871,15871,492,553
15872,15872,490,551
15873,15873,491,550
15874,15874,495,542
15875,15875,492,541
15876,15876,492,534
15877,15877,494,539
15878,15878,492,523
15879,15879,492,521
15880,15880,492,517
15881,15881,491,518
15882,15882,488,520
15883,15883,489,523
15884,15884,491,526
15885,15885,493,530
15886,15886,497,534
15887,15887,501,534
15888,15888,508,535
15889,15889,510,531
15890,15890,520,532
15891,15891,516,523
15892,15892,521,520
15893,15893,522,514
15894,15894,526,516
15895,15895,525,509
15896,15896,523,506
15897,15897,521,503
15898,15898,523,502
15899,15899,522,500
15900,15900,522,500
15901,15901,523,502
15902,15902,520,504
15903,15903,518,512
15904,15904,514,514
15905,15905,510,520
15906,15906,506,523
15907,15907,504,526
15908,15908,498,525
15909,15909,498,527
15910,15910,497,524
15911,15911,505,520
15912,15912,495,517
15913,15913,496,515
15914,15914,497,513
15915,15915,498,517
15916,15916,498,511
