,Unnamed: 0,A,B
4497,4497,505,515
4498,4498,501,522
4499,4499,501,528
4500,4500,499,534
4501,4501,496,542
4502,4502,500,545
4503,4503,505,551
4504,4504,508,552
4505,4505,512,553
4506,4506,513,550
4507,4507,511,543
4508,4508,514,540
4509,4509,514,533
4510,4510,512,525
4511,4511,508,517
4512,4512,508,512
4513,4513,504,503
4514,4514,500,498
4515,4515,496,491
4516,4516,494,490
4517,4517,492,487
4518,4518,492,488
4519,4519,490,487
4520,4520,492,487
4521,4521,499,492
4522,4522,493,488
4523,4523,492,487
4524,4524,494,488
4525,4525,495,488
4526,4526,497,487
4527,4527,497,489
4528,4528,496,488
4529,4529,509,495
4530,4530,500,493
4531,4531,500,508
4532,4532,500,495
4533,4533,500,498
4534,4534,497,494
4535,4535,496,491
4536,4536,494,486
4537,4537,491,477
4538,4538,493,479
4539,4539,493,474
4540,4540,496,477
4541,4541,496,478
4542,4542,504,483
4543,4543,502,487
4544,4544,504,497
4545,4545,504,505
4546,4546,506,513
4547,4547,504,522
4548,4548,505,529
4549,4549,505,534
4550,4550,507,533
4551,4551,508,538
